countryc,year,gov,trade,start,tor,bmp,priv,school,lgdp,growth,pi
FIN,1982,18.81889,61.40074,20750.87,,0,0.4729832,8.329,20211.28,0.0263469,0.0913631
FIN,1983,19.31136,60.41671,21184.52,0.0723975,0,0.5013787,8.329,20750.87,0.0206826,0.0803469
FIN,1984,19.31798,59.20183,21707.3,0.0998858,0,0.5234387,8.329,21184.52,0.0243783,0.0682907
FIN,1985,20.19341,58.09914,22346.63,0.1001937,0,0.5693232,7.955,21707.3,0.0290265,0.0570128
FIN,1986,20.52119,52.26342,22802.26,0.214044,0,0.6110672,7.955,22346.63,0.0201843,0.0285874
FIN,1987,20.69147,51.13622,23664.98,0.3847393,0,0.6522913,7.955,22802.26,0.0371368,0.0400053
FIN,1988,20.07616,50.3328,24735.38,0.2841569,0,0.7174217,7.955,23664.98,0.0442383,0.0497087
FIN,1989,19.71651,49.83552,26079.49,0.240697,0,0.7772143,7.955,24735.38,0.0529147,0.0642285
FIN,1990,21.05717,47.61617,25957.29,0.1458084,0,0.8263844,9.48,26079.49,-0.004697,0.0592392
FIN,1991,24.18552,45.16713,23988.49,0.0832855,0,0.9287887,9.48,25957.29,-0.078878,0.040335
FIN,1992,24.84448,52.46677,23008.26,0.1724155,0,0.9334144,9.48,23988.49,-0.0417209,0.0256869
FIN,1993,23.25678,60.71514,22630.02,0.4536003,0,0.8547389,9.48,23008.26,-0.0165759,0.020793
FIN,1994,22.30974,65.0838,23552.51,0.4266124,,0.730912,9.48,22630.02,0.039955,0.0108007
FIN,1995,21.78633,66.98432,24652.06,0.4591873,,0.6352823,9.823,23552.51,0.045628,0.009804
FIN,1996,21.9404,67.35885,25376.35,0.4172184,1.210755,0.5966138,9.823,24652.06,0.028957,0.0061471
FIN,1997,,70.77687,26895.1,0.5316718,1.609672,0.5447534,9.823,25376.35,0.0581268,0.0118795
FIN,1998,,,28230.19,0.5296524,,0.5161167,9.823,26895.1,0.0484478,0.0138945
FRA,1975,16.58414,36.92751,18730.12,,0,0.4040995,6.084,,,
FRA,1976,16.92161,39.89237,19447.49,0.1274528,0,0.411806,6.084,18730.12,0.0375851,0.0918996
FRA,1977,17.18284,40.84986,19984.08,0.1251188,0,0.4430893,6.084,19447.49,0.0272177,0.0907046
FRA,1978,17.57931,39.48853,20564.19,0.2607037,0,0.5804877,6.084,19984.08,0.0286153,0.0884738
FRA,1979,17.59919,41.87905,21139.68,0.1923667,0,0.7015049,6.084,20564.19,0.0276007,0.1011724
FRA,1980,18.13463,44.26932,21373.8,0.1821551,0,0.7111272,6.77,21139.68,0.0110142,0.1269774
FRA,1981,18.80142,46.10194,21504.68,0.1780599,0,0.7136913,6.77,21373.8,0.0061046,0.125163
FRA,1982,19.34073,45.5013,21931.52,0.2193968,0,0.7117335,6.77,21504.68,0.0196543,0.1131365
FRA,1983,19.52164,45.12784,21983.81,0.252801,0,0.7301289,6.77,21931.52,0.0023815,0.0903847
FRA,1984,19.58544,47.64643,22183.97,0.19319,0,0.7448809,6.77,21983.81,0.0090636,0.0739361
FRA,1985,19.36782,47.15918,22509.92,0.2450336,0,0.7548086,7.307,22183.97,0.0145858,0.0566744
FRA,1986,18.92785,41.34467,22983.42,0.4532767,0,0.7588605,7.307,22509.92,0.0208172,0.0250683
FRA,1987,18.8256,41.14437,23400.99,0.5449288,0,0.8100727,7.307,22983.42,0.0180051,0.0323598
FRA,1988,18.4548,42.52645,24342.52,0.3144835,0,0.8397427,7.307,23400.99,0.0394463,0.0266499
FRA,1989,17.9567,45.68644,25129.39,0.3514432,0,0.8769572,7.307,24342.52,0.0318134,0.034385
FRA,1990,17.98044,45.13065,25623.83,0.3412777,0,0.9288467,7.556,25129.39,0.0194846,0.033242
FRA,1991,18.28447,45.0475,25678.99,0.3422036,0,0.964808,7.556,25623.83,0.0021505,0.0316628
FRA,1992,18.8648,44.0262,25833.26,0.3475609,0,0.9739513,7.556,25678.99,0.0059898,0.0233821
FRA,1993,19.8231,41.84116,25360.09,0.4308084,0,0.9683495,7.556,25833.26,-0.0184863,0.0208414
FRA,1994,19.46822,43.40129,25959.18,0.6758513,,0.9026949,7.556,25360.09,0.0233487,0.0164724
FRA,1995,19.26789,44.69143,26402.05,0.7458007,,0.8620323,7.944,25959.18,0.0169162,0.0176249
FRA,1996,19.39539,45.37658,26691.81,0.4956858,1.292998,0.8456463,7.944,26402.05,0.0109153,0.019885
FRA,1997,,,27191.03,0.6389412,1.370205,0.8181266,7.944,26691.81,0.0185303,0.0119315
FRA,1998,,,27978.22,0.6861972,,,7.944,27191.03,0.0285394,0.006703
GBR,1975,22.40457,53.56206,13014.9,,0,0.3067481,8.009,,,
GBR,1976,22.168,58.16979,13309.39,0.3083926,0,0.2670874,8.009,13014.9,0.0223753,0.1530003
GBR,1977,20.72746,59.42042,13604.3,0.2090067,0,0.2635794,8.009,13309.39,0.021916,0.1474019
GBR,1978,20.30474,55.65679,14092.31,0.1596778,0,0.2523473,8.009,13604.3,0.0352436,0.0789588
GBR,1979,20.02922,55.69035,14464.46,0.1918411,0,0.2520501,8.009,14092.31,0.0260651,0.1263306
GBR,1980,21.62451,52.32687,14204.94,0.2005482,0,0.2613235,8.166,14464.46,-0.0181045,0.1652649
GBR,1981,22.23319,50.51421,14014.33,0.1664965,0,0.2923938,8.166,14204.94,-0.0135093,0.1122553
GBR,1982,22.16244,50.75241,14239.91,0.1722521,0,0.3352385,8.166,14014.33,0.0159676,0.082414
GBR,1983,22.15051,52.0913,14730.15,0.2015625,0,0.3655424,8.166,14239.91,0.0338479,0.0450404
GBR,1984,21.92727,57.00433,15063.76,0.2074845,0,0.4125809,8.166,14730.15,0.0223959,0.0483464
GBR,1985,21.14035,56.62236,15546.06,0.2397145,0,0.4479694,8.443,15063.76,0.031515,0.0588858
GBR,1986,21.09913,52.0564,16182.26,0.347636,0,0.4902672,8.443,15546.06,0.0401084,0.0337019
GBR,1987,20.63969,51.93616,16906,0.694409,0,0.6972815,8.443,16182.26,0.043753,0.0406517
GBR,1988,19.94103,49.64918,17701.97,0.7964174,0,0.9050882,8.443,16906,0.0460075,0.0479133
GBR,1989,19.80297,51.64563,18024.67,0.3988377,0,1.030397,8.443,17701.97,0.0180652,0.0750822
GBR,1990,20.56368,51.46746,18031.76,0.3307677,0,1.12318,8.744,18024.67,0.0003936,0.0905313
GBR,1991,21.63218,48.20938,17599.73,0.3427407,0,1.128376,8.744,18031.76,-0.024251,0.0568905
GBR,1992,22.09595,49.34976,17446.38,0.3985288,0,1.118818,8.744,17599.73,-0.0087518,0.0366462
GBR,1993,21.91911,52.59362,17748.82,0.4062809,0,1.091474,8.744,17446.38,0.0171873,0.0155236
GBR,1994,21.62522,54.25775,18450.12,0.7835573,,1.075889,8.744,17748.82,0.0387515,0.024463
GBR,1995,21.27681,57.89684,18889.48,0.7760315,,1.109985,9.032,18450.12,0.0235345,0.033541
GBR,1996,21.07242,59.84958,19262.6,0.3661784,0.4121471,1.154832,9.032,18889.48,0.0195604,0.024192
GBR,1997,,57.84053,19843.04,0.442462,14.5488,1.179019,9.032,19262.6,0.0296879,0.0308424
GBR,1998,,,20316.57,0.5332069,,1.192454,9.032,19843.04,0.0235833,0.0336109
GRC,1975,10.74239,35.98083,8072.418,,2.81,0.2256085,5.674,,,
GRC,1976,10.66859,35.66825,8473.406,0.0453357,5.32,0.2410298,5.674,8072.418,0.0484795,0.1249772
GRC,1977,11.29944,34.58829,8630.232,0.0314242,12.08,0.263607,5.674,8473.406,0.0183389,0.114845
GRC,1978,11.28463,34.652,9090.084,0.0324471,4.83,0.274541,5.674,8630.232,0.0519127,0.1180722
GRC,1979,11.56982,35.08243,9309.052,0.0385983,7.11,0.2738198,5.674,9090.084,0.0238031,0.1743411
GRC,1980,11.5863,38.59044,9378.87,0.0253589,7.43,0.2741908,6.556,9309.052,0.0074721,0.2221413
GRC,1981,12.72544,39.11535,9301.09,0.0220258,7.58,0.2889695,6.556,9378.87,-0.0083277,0.2188061
GRC,1982,12.95557,38.69732,9279.618,0.0186135,20.45,0.2921628,6.556,9301.09,-0.0023112,0.1899501
GRC,1983,13.31875,40.97498,9262.95,0.0124106,16.55,0.2899439,6.556,9279.618,-0.0017978,0.184334
GRC,1984,13.81541,42.33081,9470.791,0.0134416,19.08,0.2737159,6.556,9262.95,0.0221898,0.1693116
GRC,1985,14.44041,44.36379,9729.025,0.0228092,9.609588,0.2670183,6.953,9470.791,0.0269013,0.1764928
GRC,1986,13.69862,43.68021,9856.977,0.0335817,6.44,0.2751135,6.953,9729.025,0.0130658,0.2071852
GRC,1987,13.82262,46.11131,9775.131,0.1705275,10.06,0.2570631,6.953,9856.977,-0.008338,0.1517332
GRC,1988,14.2977,44.24685,10173.62,0.0744856,8.04,0.1757102,6.953,9775.131,0.0399568,0.1268684
GRC,1989,15.18591,45.67036,10509.37,0.1117241,7.74,0.1744723,6.953,10173.62,0.0324685,0.1283931
GRC,1990,15.27054,44.88142,10438.64,0.3752223,0.3065975,0.1728438,7.661,10509.37,-0.0067526,0.1856873
GRC,1991,14.4044,43.14996,10662.26,0.1879179,1.545726,0.1585599,7.661,10438.64,0.0211959,0.177919
GRC,1992,13.92883,43.44934,10639.29,0.1415331,2.689063,0.1594134,7.661,10662.26,-0.0021563,0.1472633
GRC,1993,14.49332,41.30989,10606.68,0.2453225,2.362777,0.1690846,7.661,10639.29,-0.0030696,0.1346576
GRC,1994,13.88929,40.46141,10789.5,0.3758706,,0.1745821,7.661,10606.68,0.0170887,0.1036641
GRC,1995,14.66875,40.55703,10975.33,0.3715118,,0.1911058,8.047,10789.5,0.0170768,0.0856001
GRC,1996,14.32463,39.1516,11242.04,0.4005127,1.296918,0.2126713,8.047,10975.33,0.0240102,0.078776
GRC,1997,,,11546.22,0.7433943,1.718355,0.2261515,8.047,11242.04,0.0266982,0.0539105
GRC,1998,,,11944.33,0.869837,,,8.047,11546.22,0.0338988,0.0465118
IDN,1975,9.036983,45.03228,384.9363,,6.75,0.0994148,2.466,,,
IDN,1976,9.372174,46.05381,398.0389,,1.93,0.082631,2.466,384.9363,0.0334719,0.181148
IDN,1977,9.942692,44.03917,422.4874,,1.69,0.1082276,2.466,398.0389,0.0596098,0.1046894
IDN,1978,10.65097,42.6184,451.2954,0.0633283,2.49,0.1083142,2.466,422.4874,0.0659625,0.077974
IDN,1979,9.542666,53.11606,473.1318,0.1039758,-1.91,0.0791615,2.466,451.2954,0.047252,0.1506611
IDN,1980,10.5247,54.38937,503.8637,0.1858332,1.79,0.0779866,3.086,473.1318,0.0629317,0.1656598
IDN,1981,11.04392,53.06297,534.1079,0.1737159,3.88,0.0881836,3.086,503.8637,0.0582921,0.1155082
IDN,1982,11.53887,49.36115,529.7133,0.170893,0.65,0.1137813,3.086,534.1079,-0.0082619,0.0905851
IDN,1983,10.39832,51.6964,563.8292,0.0983016,0.3,0.1221694,3.086,529.7133,0.0624155,0.1114277
IDN,1984,10.27298,48.61967,593.2494,0.021697,2.33,0.1393924,3.086,563.8292,0.0508635,0.0994425
IDN,1985,11.79143,43.47505,602.7325,0.0286961,-0.4574187,0.1600574,3.648,593.2494,0.0158586,0.0462098
IDN,1986,11.05689,40.72831,627.2217,0.0137366,11.21,0.175094,3.648,602.7325,0.0398267,0.0566374
IDN,1987,9.453056,47.27127,648.8393,0.0421984,15.57,0.192234,3.648,627.2217,0.0338849,0.088702
IDN,1988,8.522673,45.68418,678.0226,0.0257181,15.54,0.2237688,3.648,648.8393,0.0439956,0.0773606
IDN,1989,8.741188,46.52896,726.6511,0.4329135,2.95,0.271732,3.648,678.0226,0.0692658,0.0622013
IDN,1990,8.844052,49.8741,777.9807,0.7721625,0.8378509,0.3677962,3.296,726.6511,0.0682552,0.0752251
IDN,1991,8.314872,50.53055,832.6496,0.398466,3.54711,0.4233365,3.296,777.9807,0.0679112,0.0899371
IDN,1992,8.757697,53.79379,877.4979,0.4136429,26.01071,0.4311998,3.296,832.6496,0.0524616,0.072611
IDN,1993,9.023306,50.52335,925.3463,0.4051856,9.074793,0.447583,3.296,877.4979,0.0530935,0.092422
IDN,1994,8.114175,50.33162,978.7408,0.2935825,,0.4734235,3.296,925.3463,0.0560988,0.0817698
IDN,1995,7.829022,53.95873,1042.046,0.2517693,,0.4893558,4.032,978.7408,0.0626749,0.0901457
IDN,1996,7.566921,52.26469,1105.459,0.4033024,0.0761373,0.5120619,4.032,1042.046,0.059074,0.0766832
IDN,1997,6.866761,56.18987,1140.97,0.6352444,6.179555,0.5377771,4.032,1105.459,0.0316187,0.0651392
IDN,1998,,,962.0264,0.5118889,,0.5330325,4.032,1140.97,-0.1705925,0.4551684
IND,1975,9.272301,11.85446,222.4827,,9.06,0.1487848,2.359,,,
IND,1976,9.586057,12.52723,221.3164,,13.74,0.0801864,2.359,222.4827,-0.0052561,-0.0794155
IND,1977,9.047161,12.22329,231.9005,0.4269497,16.93,0.0885234,2.359,221.3164,0.0467149,0.0799349
IND,1978,9.228039,13.30967,239.7363,,17.83,0.1792609,2.359,231.9005,0.0332316,0.0248635
IND,1979,9.620049,15.11722,222.0639,,15.04,0.2050489,2.359,239.7363,-0.0765748,0.0606542
IND,1980,9.517335,15.3637,231.4673,0.4626701,5.3,0.205163,2.715,222.0639,0.0414736,0.1076451
IND,1981,9.490741,14.81481,241.1599,1.071563,8.79,0.2120336,2.715,231.4673,0.0410215,0.1232358
IND,1982,10.17125,13.80384,244.8432,0.7457339,13.19,0.2240719,2.715,241.1599,0.0151581,0.0759168
IND,1983,10.06682,13.49666,257.4266,0.3325419,27.74,0.231045,2.715,244.8432,0.0501166,0.1121574
IND,1984,10.43165,14.70823,261.3301,0.5730768,16.06,0.2444033,2.715,257.4266,0.0150495,0.0799341
IND,1985,10.99753,13.88791,270.054,0.4894372,16.65872,0.2493366,3.134,261.3301,0.0328378,0.0540671
IND,1986,11.70716,13.53739,277.1581,0.7734933,7.85,0.2598879,3.134,270.054,0.025966,0.0837051
IND,1987,12.12542,14.03996,284.2618,0.4381073,12.99,0.2606877,3.134,277.1581,0.0253074,0.0843291
IND,1988,11.84303,15.25345,306.004,0.6020802,13.72,0.2532598,3.134,284.2618,0.0737027,0.0897015
IND,1989,11.73851,16.55535,319.4928,0.6013818,11.54,0.2614884,3.134,306.004,0.0431366,0.0597716
IND,1990,11.41032,16.88244,330.795,0.6012843,9.620933,0.2557675,3.677,319.4928,0.0347642,0.0859138
IND,1991,11.13609,17.70084,325.6966,0.5624168,14.81858,0.2445596,3.677,330.795,-0.0155326,0.1298894
IND,1992,11.01362,19.11996,337.2292,0.3646807,18.45004,0.2476618,3.677,325.6966,0.0347963,0.1114326
IND,1993,10.96921,21.25428,347.6718,0.2678502,4.495632,0.2249292,3.677,337.2292,0.0304964,0.0616785
IND,1994,10.32954,22.51879,368.8211,0.2416497,,0.2184566,3.677,347.6718,0.0590527,0.097231
IND,1995,10.42693,24.96716,391.6862,0.1072981,,0.2133983,4.165,368.8211,0.0601493,0.0973526
IND,1996,10.21421,24.53539,412.8565,0.2113889,5.868225,0.2117745,4.165,391.6862,0.052639,0.0859675
IND,1997,10.00071,27.0823,426.8278,0.4198817,6.320093,0.2186384,4.165,412.8565,0.0332806,0.0691926
IND,1998,10.5005,28.39667,441.0277,0.5484955,,,4.165,426.8278,0.032727,0.1242586
ISR,1975,43.4054,99.94883,10585.04,,60.56,0.3426709,7.862,,,
ISR,1976,40.72613,107.8782,10487.55,,37.08,0.3740097,7.862,10585.04,-0.0092521,0.2731215
ISR,1977,35.44823,110.1042,10254.52,,-5.78,0.3777884,7.862,10487.55,-0.0224708,0.2972618
ISR,1978,37.99537,125.5759,10524.64,,-0.37,0.45381,7.862,10254.52,0.0260009,0.4091313
ISR,1979,34.13576,118.9413,10902.45,,-6.65,0.5092803,7.862,10524.64,0.0352684,0.5783534
ISR,1980,40.05035,103.1153,11375.17,,0.66,0.4801516,9.115,10902.45,0.0424456,0.8373559
ISR,1981,41.47608,102.4624,11724.92,0.7116982,8.97,0.450688,9.115,11375.17,0.0302835,0.7738052
ISR,1982,38.25771,95.83553,11714.91,0.5815228,1.04,0.4655264,9.115,11724.92,-0.0008544,0.7901121
ISR,1983,35.36825,88.79167,11907.6,0.9695839,3,0.4407054,9.115,11714.91,0.0163147,0.8986869
ISR,1984,38.22682,95.71765,11859.21,0.1306765,33.39,0.4134623,9.115,11907.6,-0.004072,1.555658
ISR,1985,36.26613,102.9293,12053.63,0.1087281,14.49011,0.449321,9.013,11859.21,0.0162609,1.397769
ISR,1986,30.86828,91.80602,12437.25,0.1667922,4.03,0.4487273,9.013,12053.63,0.0313304,0.393026
ISR,1987,33.9638,96.30383,13117.61,0.4390899,10.49,0.4862884,9.013,12437.25,0.0532595,0.1808392
ISR,1988,31.63107,83.26185,13163.19,0.2772064,17.51,0.5176144,9.013,13117.61,0.0034686,0.1507278
ISR,1989,29.37605,82.52975,13054.25,0.5705387,1.38,0.5379892,9.013,13163.19,-0.0083109,0.1843982
ISR,1990,29.99594,80.07578,13521.59,0.9404992,3.207236,0.5229598,9.03,13054.25,0.0351738,0.1584842
ISR,1991,29.67261,75.25268,13712.27,1.769289,8.375638,0.5120265,9.03,13521.59,0.0140036,0.1740033
ISR,1992,28.30689,74.96877,13992.03,0.8257939,2.172357,0.5235728,9.03,13712.27,0.0201966,0.1128646
ISR,1993,28.50742,81.01202,14382.13,0.7537088,0.703867,0.5803427,9.03,13992.03,0.0274989,0.1038548
ISR,1994,27.85739,80.58113,14985.98,0.5976794,,0.6129611,9.03,14382.13,0.0411286,0.1162822
ISR,1995,29.60834,80.36581,15615,0.2636395,,0.6426687,9.062,14985.98,0.0411172,0.0957023
ISR,1996,29.82817,77.80552,15911.49,0.2212265,0.9404725,0.6698347,9.062,15615,0.018809,0.1068488
ISR,1997,29.40403,76.40466,15867.52,0.2651972,1.347597,0.7059522,9.062,15911.49,-0.002767,0.0861876
ISR,1998,,,15802.15,0.2664701,,0.7447015,9.062,15867.52,-0.0041281,0.0529224
ITA,1975,14.34591,41.32477,11968.74,,0,0.7105057,5.281,,,
ITA,1976,13.63183,45.4257,12683.12,0.1329346,0,0.6638445,5.281,11968.74,0.0579741,0.1533859
ITA,1977,14.06818,45.85133,12994.37,0.1204407,0,0.6342174,5.281,12683.12,0.0242441,0.1606824
ITA,1978,14.46654,45.11474,13430.8,0.2467769,0,0.6058998,5.281,12994.37,0.0330344,0.1143049
ITA,1979,14.78869,47.70631,14151.63,0.3151083,0,0.5600352,5.281,13430.8,0.0522793,0.1365759
ITA,1980,14.97663,46.6544,14621.19,0.4510839,0,0.5270726,5.324,14151.63,0.0326417,0.1929034
ITA,1981,16.28562,48.83625,14672.78,0.4351104,0,0.5059921,5.324,14621.19,0.0035228,0.1637714
ITA,1982,16.32446,47.1122,14729.04,0.1257789,0,0.4900835,5.324,14672.78,0.0038269,0.1517161
ITA,1983,16.60281,43.48412,14903.21,0.1895787,0,0.476961,5.324,14729.04,0.0117554,0.1364976
ITA,1984,16.52908,45.80589,15282.53,0.173783,0,0.4780983,5.324,14903.21,0.0251335,0.1029653
ITA,1985,16.65475,46.10847,15707.5,0.3287516,0,0.4869203,5.756,15282.53,0.0274284,0.0880901
ITA,1986,16.43524,38.94103,16152.66,0.4523066,0,0.4832343,5.756,15707.5,0.0279464,0.0563528
ITA,1987,16.84689,38.36825,16651.07,0.2471127,0,0.4889599,5.756,16152.66,0.0303894,0.046237
ITA,1988,17.06698,37.96268,17286.98,0.2483743,0,0.4990095,5.756,16651.07,0.0374793,0.0498654
ITA,1989,16.80458,40.16734,17771.72,0.2545223,0,0.5175984,5.756,17286.98,0.0276546,0.0603584
ITA,1990,17.56086,40.0452,18141.14,0.2653624,0,0.5323553,6.162,17771.72,0.020574,0.0629398
ITA,1991,17.60053,37.98859,18337.35,0.1621097,0,0.5615852,6.162,18141.14,0.0107575,0.0610951
ITA,1992,17.66517,39.34541,18405.93,0.1941959,0,0.5987124,6.162,18337.35,0.0037331,0.0495513
ITA,1993,17.63399,42.43132,18132.65,0.4937312,0,0.6194117,6.162,18405.93,-0.0149586,0.0437899
ITA,1994,17.116,45.07429,18503.18,0.7443328,,0.5977214,6.162,18132.65,0.0202284,0.0394843
ITA,1995,16.06051,51.2474,19019.38,0.444111,,0.5711982,6.6,18503.18,0.0275157,0.0511148
ITA,1996,16.34035,48.17212,19086.34,0.4360872,0.1654616,0.5599902,6.6,19019.38,0.0035146,0.0388841
ITA,1997,,50.31563,19326,0.656113,0.8946232,0.5603943,6.6,19086.34,0.0124783,0.0202251
ITA,1998,,,19590.13,1.040041,,0.5784995,6.6,19326,0.0135747,0.0193896
JAM,1975,18.34718,80.87602,1818.906,,21.98,0.2340693,3.375,,,
JAM,1976,20.84631,66.9374,1680.793,,46.15,0.2361379,3.375,1818.906,-0.0789699,0.0934325
JAM,1977,20.72911,58.14914,1623.47,,56.25,0.2001459,3.375,1680.793,-0.0346994,0.1060792
JAM,1978,20.06475,77.88302,1616.034,,44.97,0.1671258,3.375,1623.47,-0.0045909,0.2993619
JAM,1979,19.27705,100.4393,1568.595,,21.91,0.1665015,3.375,1616.034,-0.0297951,0.2552567
JAM,1980,20.24261,102.1076,1458.445,,40.45,0.1809895,3.602,1568.595,-0.0728096,0.2414403
JAM,1981,20.63351,102.9961,1475.342,0.0222545,47.75,0.2006598,3.602,1458.445,0.0115195,0.1199116
JAM,1982,21.95292,86.68337,1468.249,0.0392954,65.17,0.2489133,3.602,1475.342,-0.0048197,0.0634012
JAM,1983,20.1081,78.72362,1474.366,0.0342852,8.84,0.272051,3.602,1468.249,0.0041575,0.1095905
JAM,1984,16.47166,117.1887,1436.618,0.0546992,13.59,0.2553586,3.602,1474.366,-0.0259358,0.2454119
JAM,1985,14.89083,121.555,1352.709,0.1032153,12.85897,0.2244779,4.126,1436.618,-0.0601829,0.2285136
JAM,1986,15.47323,102.8457,1360.051,0.1703888,18.07,0.2075105,4.126,1352.709,0.0054129,0.140678
JAM,1987,15.00892,100.6526,1456.849,0.1244633,18.18,0.2111626,4.126,1360.051,0.068754,0.0644055
JAM,1988,15.48661,98.71827,1494.693,0.0350184,22.26,0.2414555,4.126,1456.849,0.0256449,0.0794277
JAM,1989,14.06191,103.8252,1584.186,0.1022896,28.09,0.2717614,4.126,1494.693,0.0581497,0.1339148
JAM,1990,14.0319,108.0386,1650.889,0.0340208,31.88994,0.2561615,4.554,1584.186,0.0412432,0.1985245
JAM,1991,12.79154,111.7837,1648.153,0.0985386,34.80908,0.2201561,4.554,1650.889,-0.0016586,0.4125806
JAM,1992,10.50054,139.0656,1657.995,0.1819419,10.26279,0.195016,4.554,1648.153,0.0059536,0.5726536
JAM,1993,13.63548,125.9144,1665.7,0.1417524,15.65492,0.1813256,4.554,1657.995,0.0046365,0.1994242
JAM,1994,13.2309,131.6922,1667.622,0.0978583,,0.214101,4.554,1665.7,0.0011534,0.300574
JAM,1995,13.7496,129.3298,1658.014,0.2239603,,0.2184975,4.923,1667.622,-0.0057783,0.1815608
JAM,1996,15.61821,127.0655,1618.717,0.0246532,8.59043,0.2436632,4.923,1658.014,-0.0239866,0.2343343
JAM,1997,17.81103,114.9607,1570.575,0.0370461,11.35355,0.2489429,4.923,1618.717,-0.0301918,0.0921915
JAM,1998,21.34007,106.6404,1542.25,0.0193252,,0.2636262,4.923,1570.575,-0.0181995,0.0827952
JOR,1975,,,1002.384,,1.01,,2.911,,,
JOR,1976,34.7278,116.2221,1202.053,,2.38,,2.911,1002.384,0.1816498,0.1088545
JOR,1977,27.67593,118.4358,1234.028,,5.76,0.3017716,2.911,1202.053,0.0262525,0.1359853
JOR,1978,30.07828,115.6166,1438.192,,3.02,0.316763,2.911,1234.028,0.1531031,0.0669247
JOR,1979,34.3629,121.6514,1510.898,0.0479371,0.89,0.3974323,2.911,1438.192,0.0493174,0.1331882
JOR,1980,28.82318,124.0532,1730.799,0.0874326,-0.31,0.4275908,2.933,1510.898,0.1358791,0.1053605
JOR,1981,31.06241,140.1824,1743.342,0.1173695,1.72,0.4198555,2.933,1730.799,0.007221,0.0741795
JOR,1982,28.09359,130.8506,1798.688,0.131491,3.15,0.4195242,2.933,1743.342,0.0312538,0.0716511
JOR,1983,25.88724,114.442,1762.678,0.1233859,0.75,0.4856406,2.933,1798.688,-0.0202234,0.0489821
JOR,1984,26.98092,114.3333,1843.382,0.0562667,2.92,0.5318236,2.933,1762.678,0.0447673,0.0377531
JOR,1985,26.31918,113.068,1840.229,0.0727005,2.0115,0.5695592,3.944,1843.382,-0.0017116,0.0294138
JOR,1986,26.18321,84.74764,1897.538,0.070074,3.19,0.5650248,3.944,1840.229,0.0306671,0
JOR,1987,26.56434,93.99167,1882.507,0.1530351,9.73,0.589923,3.944,1897.538,-0.0079531,-0.0020019
JOR,1988,26.68698,112.1931,1783.713,0.1299617,10.34,0.618203,3.944,1882.507,-0.0539072,0.0640373
JOR,1989,26.08659,133.3755,1489.209,0.2930572,4.98,0.6602378,3.944,1783.713,-0.1804522,0.2288291
JOR,1990,24.88101,154.6453,1449.633,0.1990799,5.968946,0.6160675,5.39,1489.209,-0.0269343,0.150075
JOR,1991,25.98858,142.2087,1319.93,0.1968525,9.147389,0.6245388,5.39,1449.633,-0.0937319,0.0783998
JOR,1992,22.63384,137.2631,1454.946,0.4488712,6.053906,0.546684,5.39,1319.93,0.09739,0.0391807
JOR,1993,22.56622,134.5135,1468.285,0.3332592,2.273045,0.5666221,5.39,1454.946,0.0091266,0.0326285
JOR,1994,23.36652,123.3049,1532.435,0.1306418,,0.5994015,5.39,1468.285,0.0427627,0.0345627
JOR,1995,24.05776,127.1556,1571.267,0.1132225,,0.6294264,6.417,1532.435,0.0250247,0.0232587
JOR,1996,25.28931,135.1963,1539.996,0.0639511,1.465678,0.6924095,6.417,1571.267,-0.0201025,0.062986
JOR,1997,25.1317,124.8542,1522.898,0.1009733,2.042068,0.6839381,6.417,1539.996,-0.0111649,0.0299267
JOR,1998,25.24369,121.753,1471.928,0.1153058,,,6.417,1522.898,-0.0340418,0.0433744
JPN,1975,10.03875,25.55243,23304.08,,-0.05,0.8358037,7.36,,,
JPN,1976,9.855847,26.3121,24051.86,0.4015474,-0.27,0.8328974,7.36,23304.08,0.0315839,0.0897167
JPN,1977,9.82814,24.55252,24867.03,0.4753405,0,0.8269256,7.36,24051.86,0.0333302,0.0787653
JPN,1978,9.663456,20.49978,25942.19,0.6038576,0.52,0.8199456,7.36,24867.03,0.0423279,0.0406602
JPN,1979,9.698276,24.03824,27135.31,0.468282,0.13,0.8164572,7.36,25942.19,0.0449653,0.0368732
JPN,1980,9.812679,28.28039,27682,0.5016182,0,0.8241811,8.232,27135.31,0.0199463,0.0749171
JPN,1981,9.918012,28.64903,28349.4,0.564229,0.05,0.8283126,8.232,27682,0.0238235,0.0480364
JPN,1982,9.902524,28.35613,29018.54,0.3492937,0,0.8580309,8.232,28349.4,0.0233291,0.0269755
JPN,1983,9.935905,26.09699,29490.69,0.47986,-0.09,0.8968419,8.232,29018.54,0.0161398,0.0187658
JPN,1984,9.798532,27.26116,30452.15,0.478834,1.15,0.9173997,8.232,29490.69,0.0320819,0.0222457
JPN,1985,9.576629,25.54118,31599.5,0.4246415,-0.8186046,0.9480076,8.507,30452.15,0.0369847,0.020159
JPN,1986,9.654677,18.74487,32316.92,0.8366339,0.13,0.9984735,8.507,31599.5,0.0224498,0.0062173
JPN,1987,9.428019,17.5562,33495.8,0.8793673,1.34,1.055057,8.507,32316.92,0.0358291,0.0011503
JPN,1988,9.140524,17.79494,35419.37,0.7746761,0.32,1.093369,8.507,33495.8,0.0558387,0.0067869
JPN,1989,9.068739,19.78006,36978.94,0.6718426,0.38,1.142848,8.507,35419.37,0.0430897,0.0224964
